,size,speed,energy
0,377.4759018685446,208.42435575307738,26.01317864978888
1,446.267087151548,191.1846665412281,52.36167148470305
2,416.267087151548,191.1846665412281,48.500078286636096
3,377.4759018685446,238.42435575307738,58.29354478634589
4,392.4759018685446,193.42435575307738,34.77698636677257
5,362.4759018685446,223.42435575307738,34.002966693897775
6,392.4759018685446,193.42435575307738,48.568457278144166
7,431.267087151548,206.1846665412281,21.59450262837263
8,362.4759018685446,193.42435575307738,69.71638267491814
9,407.4759018685446,208.42435575307738,55.467948617101015
10,392.4759018685446,223.42435575307738,42.62242958255063
11,407.4759018685446,208.42435575307738,52.76984394376261
12,407.4759018685446,208.42435575307738,50.658403718450735
13,401.267087151548,206.1846665412281,9.850702506329917
14,377.4759018685446,208.42435575307738,20.39513917401095
15,401.267087151548,206.1846665412281,41.43738655239445
16,392.4759018685446,223.42435575307738,57.89619125899882
