,size,speed,energy
0,446.267087151548,161.1846665412281,60.04511804072329
1,362.4759018685446,223.42435575307738,58.72896617496855
2,431.267087151548,176.1846665412281,41.46536585289583
3,377.4759018685446,178.42435575307738,42.29356626175333
4,347.4759018685446,208.42435575307738,53.314366446956754
5,431.267087151548,146.1846665412281,27.200435548601877
6,401.267087151548,116.1846665412281,66.16388555102685
7,446.267087151548,131.1846665412281,18.61305205630775
8,461.267087151548,116.1846665412281,27.321959431031907
9,362.4759018685446,193.42435575307738,38.502165426824746
10,386.267087151548,101.1846665412281,3.5504963794949687
11,476.267087151548,131.1846665412281,57.39242229927284
12,476.267087151548,101.1846665412281,3.922698883663768
13,446.267087151548,101.1846665412281,8.543963073419015
14,431.267087151548,116.1846665412281,43.09106465175661
15,491.267087151548,146.1846665412281,42.07743001358036
16,416.267087151548,131.1846665412281,13.016481430937457
17,461.267087151548,146.1846665412281,21.178843794340096
18,446.267087151548,131.1846665412281,21.518441678640464
19,416.267087151548,131.1846665412281,9.320586514565719
20,362.4759018685446,223.42435575307738,51.82563212907492
21,446.267087151548,131.1846665412281,32.468167125428366
22,362.4759018685446,163.42435575307738,17.35296919906723
23,347.4759018685446,238.42435575307738,68.54444972291573
24,491.267087151548,116.1846665412281,29.440462138783015
