,size,speed,energy
0,446.267087151548,161.1846665412281,45.09643989023979
1,362.4759018685446,163.42435575307738,10.721373557434505
2,347.4759018685446,178.42435575307738,26.272273789440547
3,431.267087151548,146.1846665412281,44.23270918595446
4,446.267087151548,161.1846665412281,24.378853194740707
5,377.4759018685446,178.42435575307738,16.913756242380806
6,332.4759018685446,163.42435575307738,0.39492674552068124
7,302.4759018685446,163.42435575307738,25.58627868875716
8,437.4759018685446,208.42435575307738,26.42442716409463
9,362.4759018685446,223.42435575307738,55.949807414917686
10,422.4759018685446,163.42435575307738,10.277571968214744
11,347.4759018685446,178.42435575307738,9.439814147312191
12,362.4759018685446,193.42435575307738,15.732623480426273
13,332.4759018685446,163.42435575307738,11.85378684638124
14,362.4759018685446,163.42435575307738,54.315742977660605
15,392.4759018685446,163.42435575307738,21.16978117846197
16,431.267087151548,176.1846665412281,23.470369180105966
17,362.4759018685446,163.42435575307738,24.83203285381086
18,347.4759018685446,148.42435575307738,22.594493062203096
19,446.267087151548,161.1846665412281,50.0788888784212
20,461.267087151548,176.1846665412281,57.52025208125004
21,461.267087151548,146.1846665412281,76.85123999553011
22,347.4759018685446,148.42435575307738,56.20522905072523
23,476.267087151548,161.1846665412281,49.83066759838455
24,431.267087151548,176.1846665412281,23.727646628641438
